checkpoint,split_scope,split_role,source_library,instrument,raw_nce,nce_times_mz_over_500,other_conversion,unknown_ambiguous,native_ev_not_nce,excluded_or_missing,total_rows,resolved_by_code_provenance,resolved_by_numeric_test,resolved_by_instrument_semantics,unresolved,s1_raw_nce_if_msnlib_probable_accepted,presented_value_rounding
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;OTAVAPEP),ALL,7,0,0,0,0,0,7,7,0,0,0,7,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;OTAVAPEP),Orbitrap,7,0,0,0,0,0,7,7,0,0,0,7,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;NIHNP),ALL,3,0,0,0,0,0,3,3,0,0,0,3,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;NIHNP),Orbitrap,3,0,0,0,0,0,3,3,0,0,0,3,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),ALL,15,0,0,0,0,0,15,15,0,0,0,15,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,15,0,0,0,0,0,15,15,0,0,0,15,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:unmatched,ALL,29,0,0,6,0,0,35,29,0,0,6,29,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,29,0,0,6,0,0,35,29,0,0,6,29,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCEBIO,ALL,0,0,0,4149,0,0,4149,0,0,0,4149,4149,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCEBIO,Orbitrap,0,0,0,4149,0,0,4149,0,0,0,4149,4149,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCESCAF,ALL,0,0,0,12,0,0,12,0,0,0,12,12,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCESCAF,Orbitrap,0,0,0,12,0,0,12,0,0,0,12,12,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:NIHNP,ALL,0,0,0,3393,0,0,3393,0,0,0,3393,3393,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:NIHNP,Orbitrap,0,0,0,3393,0,0,3393,0,0,0,3393,3393,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),ALL,0,0,0,121,0,0,121,0,0,0,121,121,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,0,0,0,121,0,0,121,0,0,0,121,121,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF;NIHNP),ALL,0,0,0,12,0,0,12,0,0,0,12,12,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF;NIHNP),Orbitrap,0,0,0,12,0,0,12,0,0,0,12,12,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),ALL,0,0,0,706,0,0,706,0,0,0,706,706,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,0,0,0,706,0,0,706,0,0,0,706,706,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MassBank_or_MoNA,ALL,0,23894,22,18377,37703,0,79996,0,23916,37703,18377,0,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,0,23894,22,18377,0,0,42293,0,23916,0,18377,0,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
glacier_msg,all,all_splits,MassBank_or_MoNA,QTOF,0,0,0,0,37703,0,37703,0,0,37703,0,0,"UNRESOLVED; primary H_floor floor, sensitivity H_raw unrounded float32"
