spec,instrument,instrument_type,ionization,adduct,precursor,precursor_mz,precursor_abs_diff,collision_energies,collision_energy,fold,simulation_challenge,labels_ce_is_trunc_of_parquet,precursor_mismatch,ce_mismatch,instrument_mismatch,adduct_mismatch,inchikey_mismatch,formula_mismatch,smiles_canonical_mismatch
MassSpecGymID0098860,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['18'],18.976755,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098861,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['13'],13.554825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098862,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['32'],32.53158,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098863,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['13'],13.554825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098864,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['51'],51.508335,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098865,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['29'],29.820615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098866,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['56'],56.930265,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098867,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['65'],65.06316,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098868,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['8'],8.132895,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098869,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['59'],59.64122999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098870,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['48'],48.79737,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098871,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098872,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['54'],54.2193,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098873,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['27'],27.10965,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098874,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['46'],46.086405,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098875,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['46'],46.086405,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098876,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['48'],48.79737,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098877,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['40'],40.664475,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098878,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['10'],10.84386,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098879,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['16'],16.26579,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098880,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['37'],37.95351,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098881,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['62'],62.352195,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098882,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['37'],37.95351,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098883,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098884,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['29'],29.820615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098885,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['32'],32.53158,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098886,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['24'],24.398685,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098887,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['67'],67.774125,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098888,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098889,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['56'],56.930265,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098890,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['67'],67.774125,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098891,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098892,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['56'],56.930265,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098893,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['67'],67.774125,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098894,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['48'],48.79737,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098895,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['62'],62.352195,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098896,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098897,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['56'],56.930265,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098898,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['65'],65.06316,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098899,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['46'],46.086405,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098900,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['59'],59.64122999999999,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098901,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['40'],40.664475,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098902,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['54'],54.2193,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098903,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['51'],51.508335,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098904,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['37'],37.95351,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098905,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['46'],46.086405,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098906,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['32'],32.53158,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098907,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['40'],40.664475,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098908,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['48'],48.79737,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098909,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['35'],35.242545,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098910,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098911,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['48'],48.79737,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098912,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['35'],35.242545,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098913,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['43'],43.375440000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098914,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['29'],29.820615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098915,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['37'],37.95351,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098916,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['35'],35.242545,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098917,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['27'],27.10965,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098918,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['29'],29.820615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098919,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['21'],21.68772,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098920,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['24'],24.398685,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098921,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['32'],32.53158,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098922,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['24'],24.398685,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098923,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['27'],27.10965,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098924,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['18'],18.976755,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098925,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['21'],21.68772,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098926,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['18'],18.976755,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098927,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['16'],16.26579,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098928,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['13'],13.554825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098929,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['10'],10.84386,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098930,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['16'],16.26579,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098931,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['13'],13.554825,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098932,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['10'],10.84386,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0098933,Orbitrap,Orbitrap,[M+H]+,[M+H]+,271.0965,271.0965,0.0,['8'],8.132895,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099068,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['12'],12.459805,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099069,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['14'],14.951766,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099070,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['32'],32.395493,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099071,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099074,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099075,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['17'],17.443727,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099076,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['62'],62.299025,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099077,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099078,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099079,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['47'],47.347259,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099080,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['52'],52.331181,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099081,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['29'],29.903532,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099083,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['9'],9.967844,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099084,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['7'],7.475883,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099085,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['14'],14.951766,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099086,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['19'],19.935688000000003,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099087,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['42'],42.363337,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099088,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['32'],32.395493,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099089,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['24'],24.91961,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099090,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['32'],32.395493,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099091,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['22'],22.427649,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099092,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['52'],52.331181,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099093,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['17'],17.443727,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099094,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099095,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['17'],17.443727,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099096,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099097,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['19'],19.935688000000003,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099098,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['49'],49.839220000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099099,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['29'],29.903532,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099100,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099101,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['57'],57.315103,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099102,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['37'],37.379415,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099103,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['24'],24.91961,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099104,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['9'],9.967844,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099105,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['59'],59.807064,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099106,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['29'],29.903532,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099107,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['52'],52.331181,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099108,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['62'],62.299025,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099109,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099110,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099111,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['7'],7.475883,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099112,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['37'],37.379415,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099113,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['12'],12.459805,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099114,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['47'],47.347259,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099115,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099116,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['27'],27.411571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099117,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['24'],24.91961,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099118,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['37'],37.379415,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099119,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['22'],22.427649,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099120,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099121,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099122,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099123,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['19'],19.935688000000003,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099124,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099125,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['57'],57.315103,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099126,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['27'],27.411571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099127,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['42'],42.363337,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099128,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['27'],27.411571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099129,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['32'],32.395493,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099130,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['27'],27.411571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099131,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['19'],19.935688000000003,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099132,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['27'],27.411571,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099133,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['42'],42.363337,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099134,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['54'],54.823142,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099135,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['22'],22.427649,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099136,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099137,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['62'],62.299025,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099138,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099139,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['22'],22.427649,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099140,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['62'],62.299025,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099141,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099142,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099143,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['52'],52.331181,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099144,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['62'],62.299025,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099145,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099146,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['57'],57.315103,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099147,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099148,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['52'],52.331181,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099149,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['59'],59.807064,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099150,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['42'],42.363337,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099151,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['54'],54.823142,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099152,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['37'],37.379415,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099153,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['49'],49.839220000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099154,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['47'],47.347259,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099155,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['34'],34.887454,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099156,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['42'],42.363337,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099157,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['29'],29.903532,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099158,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['37'],37.379415,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099159,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['44'],44.855298000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099160,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['32'],32.395493,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0099161,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1961,249.1961,0.0,['39'],39.871376000000005,train,True,True,False,True,False,False,False,False,False
