case_id,family_id,variant,truth_family,truth_support,truth_relationship,g2_event_sealed,g2_success,first_failure_point,first_failure_stage_coarse,root_cause_class,first_failure_detail,grammar_representable,classifier_label_reachable,operators_missing_from_grammar,seeds_completed,seeds_parsed,seeds_with_support_match,seeds_with_family_match,seeds_with_g2_success,seeds_unevaluable,truth_equivalent_ever_generated,best_truth_equivalent_seed_share,identity_class_count,identity_classes_holding_correct,largest_identity_class_size,selection_count_sealed,selection_count_replayed,cross_seed_replay_reproduces_seal,survived_cross_seed_selection,label_rule_would_have_won,label_class_count,label_winner_size,oracle_any_seed_correct,winning_class_support_status,winning_class_family_status,sealed_support_status,sealed_family_status,sealed_discovered_family,sealed_discovered_expression,modal_discovered_family,parser_lost_candidate,mean_valid_r2_correct_seeds,mean_valid_r2_incorrect_seeds,mean_complexity_correct_seeds,mean_complexity_incorrect_seeds,delta_valid_r2_correct_minus_incorrect,delta_complexity_correct_minus_incorrect,coefficient_fit_indicator_winning_class_distinct_coef_vectors,winning_class_distinct_expression_strings,a1_status,acceptance_status,acceptance_gate_reached,valid_r2,complexity,descriptor_sd,mass_range_ratio
PB|held_out|F12|r007,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 7 votes),True,True,,30,30,5,2,2,28,True,0.06666666666666667,18,2,7,7,7,True,False,False,3,25,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.55857205,None,False,0.9871211980022654,0.7478548027030781,8.5,3.642857142857143,0.23926639529918725,4.857142857142858,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7194212488100827,3,0.2083444010457969,5.853225858609861
PB|held_out|F12|r008,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,2/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,2,0,0,4,False,0.0,8,0,22,22,22,True,False,False,3,26,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06298955,mass_power,False,,0.8818987944004436,,4.633333333333334,,,14,14,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8969500335943246,4,0.1987175599260243,9.691694656314997
PB|held_out|F12|r009,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 27 votes),True,True,,30,30,1,1,1,0,True,0.03333333333333333,3,1,27,27,27,True,False,False,2,29,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.0631569,mass_power,False,0.9735899137513392,0.8774160343588415,9.0,4.137931034482759,0.09617387939249766,4.862068965517241,16,16,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8741029070535353,4,0.21720974566717638,4.227674779147099
PB|held_out|F12|r010,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 19 votes),True,True,,30,30,3,1,1,10,True,0.03333333333333333,10,1,19,19,19,True,False,False,4,19,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(0.0041696676 * x0),mass_power,False,0.935787841725153,0.6834347951282826,8.0,4.103448275862069,0.2523530465968703,3.8965517241379306,14,14,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7855789650672373,4,0.20793596903412026,5.1615879750660305
PB|held_out|F12|r011,F12,F12,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 1 votes),True,True,,30,30,9,5,5,4,True,0.16666666666666666,30,5,1,1,1,True,False,False,3,21,True,MATCH,FAMILY_UNRESOLVED,MATCH,FAMILY_UNRESOLVED,,cube(sqrt(square(x1 + 1.9487005) + sqrt(x0))) * 0.0102731595,mass_power,False,0.9716926380580386,0.94006868877795,9.4,5.84,0.031623949280088604,3.5600000000000005,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9764169098855561,11,0.19217286023367972,5.831351844601741
PB|held_out|F17|r000,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 13 votes),True,True,,30,30,13,5,5,10,True,0.16666666666666666,17,5,13,13,13,True,False,False,5,14,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06314372,mass_power,False,0.9461799247172615,0.8669563772733744,9.2,5.44,0.07922354744388715,3.759999999999999,11,11,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.8641780152333415,4,0.18608008514056304,4.1689542049047565
PB|held_out|F17|r001,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 18 votes),True,True,,30,30,11,4,4,7,True,0.13333333333333333,13,4,18,18,18,True,False,False,5,18,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.0037425621,mass_power,False,0.9350655737543452,0.7937510163053972,8.0,4.576923076923077,0.14131455744894794,3.4230769230769234,3,3,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.7454368477059397,3,0.20948464420889318,4.742935830521671
PB|held_out|F17|r002,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,1,False,0.0,5,0,26,26,26,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06151238,mass_power,False,,0.8292618353683826,,4.166666666666667,,,11,11,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8218929331175211,4,0.20729453005351056,4.525473991178142
PB|held_out|F17|r003,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 16 votes),True,True,,29,29,10,3,3,8,True,0.1,13,2,16,16,16,True,False,False,3,19,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.058543194,mass_power,False,0.9748129878315313,0.9133782685956784,8.0,5.423076923076923,0.061434719235852864,2.5769230769230766,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8846903757292148,4,0.1982261043481212,5.979166002217988
PB|held_out|F17|r004,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 4 votes),True,True,,30,30,9,5,5,24,True,0.16666666666666666,25,5,4,4,4,True,False,False,4,20,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.607603,None,False,0.9795779442195434,0.8326628267891054,9.0,3.92,0.14691511743043795,5.08,1,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.8009926629501596,3,0.18995752666609048,4.581595915135633
PB|held_out|F17|r005,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,7,0,20,20,20,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06348582,mass_power,False,,0.8911951100168258,,4.466666666666667,,,8,8,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9012228168102656,4,0.18073384970976517,5.543278417217057
PB|held_out|F17|r006,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 6 votes),True,True,,30,30,5,1,1,27,True,0.03333333333333333,19,1,6,6,6,True,False,False,4,23,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.50741595,None,False,0.9785840460267169,0.7468991704557776,9.0,4.0,0.2316848755709393,5.0,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.690478175395594,3,0.21305414926748195,6.850490274984649
PB|held_out|F17|r007,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 9 votes),True,True,,30,30,12,4,4,23,True,0.13333333333333333,18,4,9,9,9,True,False,False,4,15,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5718898,None,False,0.9810978762224909,0.8691628638281725,9.0,5.576923076923077,0.11193501239431836,3.4230769230769234,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7988617983065116,3,0.22561932679292598,6.239184669464947
PB|held_out|F17|r008,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,7/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 13 votes),True,True,,30,30,13,7,7,19,True,0.23333333333333334,18,7,13,13,13,True,False,False,5,14,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.6122492,None,False,0.9744997946418055,0.8096027314023224,8.285714285714286,4.956521739130435,0.16489706323948305,3.329192546583852,1,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.7480894362464096,3,0.21986898031631177,4.22703918674346
PB|held_out|F17|r009,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,8,0,21,21,21,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06247039,mass_power,False,,0.9047865237302226,,4.366666666666666,,,10,10,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9226089023066076,4,0.20478523827009454,4.924544450513041
PB|held_out|F17|r010,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,8/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 9 votes),True,True,,30,30,14,8,8,10,True,0.26666666666666666,22,8,9,9,9,True,False,False,4,12,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,0.06450606 * sqrt(x0),mass_power,False,0.9752048253957333,0.8748099164274229,8.375,5.5,0.10039490896831038,2.875,7,7,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.8738565008009819,4,0.19429680598495477,7.325277278042276
PB|held_out|F17|r011,F17,F17,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 13 votes),True,True,,30,30,13,5,5,9,True,0.16666666666666666,18,5,13,13,13,True,False,False,4,16,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.064021446,mass_power,False,0.9893707347779381,0.8966193936586762,8.8,6.64,0.09275134111926198,2.160000000000001,9,9,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8465032509420424,4,0.2241248560719638,6.013964455300922
PB|held_out|F18|r000,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,1,0,0,1,False,0.0,6,0,21,21,21,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.0674076,mass_power,False,,0.912311152777156,,4.7,,,13,13,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9314726273271838,4,0.20709979592876335,5.48991865932393
PB|held_out|F18|r001,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,7,0,22,22,22,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 258.22543),mass_power,False,,0.9345471425001379,,4.366666666666666,,,8,8,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9397809918560276,4,0.1967238623449816,5.192015461052714
PB|held_out|F18|r002,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,6,0,23,23,23,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06312979,mass_power,False,,0.949305698182201,,4.233333333333333,,,8,8,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9580272724282853,4,0.21522566337136553,4.899968859785114
PB|held_out|F18|r003,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,4,0,22,22,22,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06583118,mass_power,False,,0.9675211403372479,,4.266666666666667,,,15,15,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9665451243439966,4,0.20283659552613817,4.899246930974893
PB|held_out|F18|r004,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,3,0,23,23,23,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,0.063700505 * sqrt(x0),mass_power,False,,0.9255840519100748,,4.3,,,20,20,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9320247186592759,4,0.20210464937641345,5.769754034239705
PB|held_out|F18|r005,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,5,0,22,22,22,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06738667,mass_power,False,,0.8050775898321546,,4.3,,,5,5,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8273187144420076,4,0.2511711096269883,3.973658687595655
PB|held_out|F18|r006,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,4,0,26,26,26,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 250.02692),mass_power,False,,0.9618963893046057,,4.166666666666667,,,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9656683605528579,4,0.22978247086740827,4.842711278932831
PB|held_out|F18|r007,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,2,0,27,27,27,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 249.66727),mass_power,False,,0.9113375594587574,,4.1,,,12,12,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9094846842658304,4,0.20529101546491527,6.192308393176723
PB|held_out|F18|r008,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,3,0,28,28,28,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06049323,mass_power,False,,0.9142589479163228,,4.266666666666667,,,14,15,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.9148455986403451,4,0.2081280680309143,4.7668733720084875
PB|held_out|F18|r009,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,0,False,0.0,4,0,27,27,27,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06398697,mass_power,False,,0.9454957122670883,,4.1,,,13,13,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9468674857740237,4,0.21203301304688743,3.487833237608284
PB|held_out|F18|r010,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,1,False,0.0,7,0,21,21,21,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.061518107,mass_power,False,,0.8813426437377828,,4.466666666666667,,,17,17,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9205979262879048,4,0.20777366598397368,5.133560417143731
PB|held_out|F18|r011,F18,F18,mass_exponential_descriptor,descriptor|mass,sqrt(mass) * exp(coefficient * descriptor / 3),FAILURE,False,REPRESENTATION,REPRESENTATION,GRAMMAR_REPRESENTABILITY,"frozen grammar lacks exp; the classifier can never emit mass_exponential_descriptor, so no search outcome could have succeeded",False,False,exp,30,30,0,0,0,2,False,0.0,11,0,18,18,18,True,False,False,2,28,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 * 0.0039169863),mass_power,False,,0.925180887117752,,4.8,,,11,11,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9286693535912957,4,0.21090071877127764,4.815840736009095
